Names,Storage,Prices,Conditions,Cities,Areas
Desktop Computer Dell Precision 7810 64GB Intel Xeon,HDD+SSD,15000,Used,Ashanti,Kumasi Metropolitan
Laptop HP ProBook 4730S 12GB Intel Core I5,HDD+SSD,2600,Used,Greater Accra,Circle
Original Lenovo 300W Charger For,Legion,1000,Brand New,Greater Accra,East Legon
Promate Paramount-Mb Securestorage 15.6”,Laptop,920,Unknown,Greater Accra,Accra Metropolitan
New Laptop HP EliteBook 840 G8 16GB Intel Core I5,SSD,9000,Brand New,Greater Accra,Spintex
New Laptop HP Pavilion 15 8GB Intel Core i5,SSD,10740,Brand New,Greater Accra,Dome
Laptop HP EliteBook 840 G3 8GB Intel Core I7,HDD+SSD,2700,Used,Greater Accra,Kokomlemle
Laptop Dell Latitude 7280 8GB Intel Core I7,SSD,4500,Used,Greater Accra,Weija
Laptop Asus R501VM 4GB Intel Core I7,HDD+SSD,2000,Used,Greater Accra,Kwashieman
Lenovo,Yoga,500,Brand New,Greater Accra,Circle
Transcend 1TB Portable,External,1200,Brand New,Greater Accra,Madina
New Laptop Dell Chromebook 13 4GB Intel,SSD,2600,Brand New,Greater Accra,Dansoman
New Laptop HP Envy 15 8GB AMD Ryzen,SSD,9500,Brand New,Greater Accra,Accra Metropolitan
Laptop Apple MacBook Air 2017 8GB Intel Core I5,SSD,3800,Used,Greater Accra,East Legon
Potable Multi Fashionable Backpacks,at,170,Unknown,Greater Accra,Circle
Laptop HP EliteBook 1030 G1 8GB Intel Core I5,SSD,8500,Used,Brong Ahafo,Sunyani Municipal
Laptop Lenovo Ideapad S145-15 40GB AMD A8,SSD,2650,Used,Greater Accra,Accra Metropolitan
Laptop Dell Latitude 7490 8GB Intel Core I5,SSD,3250,Used,Central Region,Cape Coast Metropolitan
8G Samsung,Ddr4,250,Brand New,Greater Accra,Circle
New Desktop Computer HP AiO 24 8GB Intel Core I5,SSD,11500,Brand New,Greater Accra,Kokomlemle
Laptop Acer Spin 3 8GB Intel Core I3,SSD,3500,Used,Ashanti,Kumasi Metropolitan
Laptop HP Stream 14 2GB Intel,SSD,1200,Used,Greater Accra,Kokomlemle
Laptop HP EliteBook X360 1030 G8 16GB Intel Core I7,SSD,7500,Used,Greater Accra,Madina
Laptop Acer Aspire 5 6GB AMD A6,HDD+SSD,2500,Used,Ashanti,Kumasi Metropolitan
New Laptop Lenovo V510 8GB Intel Core I5,HDD,6800,Brand New,Greater Accra,Kokomlemle
Laptop Battery for Dell INSPIRON 15 3000,15-3521,300,Brand New,Greater Accra,Haatso
Laptop Fujitsu Lifebook A544 4GB Intel Core I5,HDD,1750,Used,Ashanti,Kumasi Metropolitan
Laptop Apple MacBook Pro 2022 M2 8GB Apple M2,SSD,13000,Used,Greater Accra,Kokomlemle
Laptop HP ProBook 450 G5 8GB Intel Core I5,SSD,3500,Used,Greater Accra,Kokomlemle
Relieved 1TB Seagate,Hard,850,Brand New,Greater Accra,Adabraka
Desktop Computer Apple Mac Mini 16GB Intel Core I5,SSD,3000,Used,Greater Accra,Accra Metropolitan
Laptop Apple MacBook Pro M1 8GB Apple M1,SSD,10000,Used,Greater Accra,Lapaz
Laptop HP 255 G8 8GB AMD A4,HDD+SSD,1750,Used,Greater Accra,Circle
"HDMI Cable 30M,High Speed HDMI",2.0,380,Brand New,Greater Accra,Circle
Laptop Asus ZenBook Touch UX31A 8GB Intel Core I5,SSD,1800,Used,Ashanti,Kumasi Metropolitan
Laptop Apple MacBook 2017 8GB Intel Core M,SSD,5300,Used,Greater Accra,Kokomlemle
New Laptop Dell Inspiron 14 7437 8GB Intel Core I5,SSD,9500,Brand New,Greater Accra,East Legon
Laptop Acer Nitro 5 16GB Intel Core I5,SSD,9500,Used,Ashanti,Kumasi Metropolitan
HP V165W 64gb USB,Flash,290,Brand New,Greater Accra,Accra Metropolitan
Laptop HP EliteBook 745 G5 8GB AMD Ryzen,SSD,4700,Used,Greater Accra,Dansoman
New Microsoft Surface Pro 128,GB,13500,Brand New,Greater Accra,Kokomlemle
Lenovo Ideapad Battery,for,200,Brand New,Greater Accra,Accra New Town
Asus Small Pin Charger for,Zenbook,180,Brand New,Greater Accra,East Legon
New Laptop 16GB Intel Core I7,SSD,15000,Brand New,Greater Accra,Kokomlemle
Superior Cooling,Laptop,850,Brand New,Greater Accra,Achimota
Desktop Computer Apple iMac 16GB Intel Core i5,SSD,7000,Used,Greater Accra,Adenta
Laptop HP Pavilion 15 8GB Intel Core I7,SSD,6700,Used,Ashanti,Kumasi Metropolitan
Desktop Computer 8GB AMD A10,HDD,1300,Used,Ashanti,Kumasi Metropolitan
Original HP Laptop Battery MM02XL for Hp,Pavilion,400,Brand New,Greater Accra,Accra New Town
New Desktop Computer Gigabyte GB-BACE-3010 8GB Intel Core,I7,14700,Brand New,Greater Accra,Spintex
Multimedia Keyboard,Unknown,149,Brand New,Greater Accra,Tema Metropolitan
Affordable Samsung LED Crystal,Tv,6399,Unknown,Greater Accra,Adabraka
Macbook Pro 13,Case,200,Brand New,Greater Accra,Osu
Laptop HP EliteBook 845 G7 16GB AMD Ryzen 5,SSD,4500,Used,Greater Accra,Circle
Laptop HP 15-Da3007nia 8GB Intel Core I3,SSD,2599,Used,Central Region,Cape Coast Metropolitan
Laptop HP EliteBook 840 G6 8GB Intel Core I5,SSD,4500,Used,Greater Accra,Kokomlemle
4 in 1 USB,Bios,370,Brand New,Greater Accra,Weija
Laptop HP Spectre 13 16GB Intel Core I7,SSD,12000,Used,Greater Accra,Dansoman
New Laptop Alienware M17x R2 16GB Intel Core I7,SSD,44900,Brand New,Greater Accra,Accra Metropolitan
Laptop HP 15-Da2933nia 8GB Intel Celeron,HDD,1450,Used,Greater Accra,Circle
Kotion G9000,Gaming,290,Brand New,Greater Accra,Alajo
Laptop Apple MacBook Pro 2012 4GB Intel Core I5,HDD,2500,Used,Greater Accra,Adabraka
Laptop Table /,Bed,99,Brand New,Greater Accra,Accra Metropolitan
Laptop HP EliteBook 840 G3 8GB Intel Core I5,SSD,3200,Used,Western Region,Takoradi
Avast Premium Security 2021 3 Devices |,2,350,Unknown,Greater Accra,Accra Metropolitan
Backpack for Laptops,and,200,Unknown,Central Region,Cape Coast Metropolitan
Laptop Asus VivoBook Max X541UA 4GB Intel Core I3,HDD,1500,Used,Greater Accra,Kokomlemle
Microsoft,Bluetooth,500,Brand New,Greater Accra,Accra Metropolitan
"Windows 10,11 (No",Temp,50,Unknown,Greater Accra,Adenta
Chigo 55 Inches 4K Smart Digital,Satellite,6500,Unknown,Greater Accra,Circle
Laptop Travel Backpack With Water,Bottle,229,Unknown,Greater Accra,Madina
Laptop Dell Latitude E6440 4GB Intel Core I5,HDD,1750,Used,Greater Accra,Accra Metropolitan
Tenda,5-Port,200,Unknown,Greater Accra,East Legon
Laptop Lenovo ThinkPad 10 8GB Intel Core 2 Quad,HDD,1450,Used,Greater Accra,Adenta
New Laptop HP Pavilion 15 8GB AMD Ryzen 5,SSD,8500,Brand New,Greater Accra,East Legon
Laptop HP EliteBook 8760W 8GB Intel Core i5,SSD,2300,Used,Greater Accra,Lapaz
Original Nike School/Work,Back,150,Unknown,Greater Accra,Accra Metropolitan
Laptop Lenovo ThinkPad P50 32GB Intel Core I7,SSD,6200,Used,Greater Accra,Accra Metropolitan
Laptop Apple MacBook 2015 8GB Intel Core,I5,3800,Used,Greater Accra,Adabraka
500gb,Laptop,180,Unknown,Ashanti,Kumasi Metropolitan
Laptop Toshiba Portege Z10t 4GB Intel,SSD,2500,Used,Greater Accra,Ablekuma
Laptop Fujitsu Lifebook E547 4GB Intel Core I3,HDD,900,Used,Greater Accra,Ga West Municipal
Laptop HP 255 G8 8GB,SSD,2200,Used,Greater Accra,Accra New Town
Laptop HP EliteBook 840 G5 16GB Intel Core I7,SSD,4450,Used,Greater Accra,Adabraka
Laptop Apple MacBook 2007 4GB Intel Core I3,HDD+SSD,1300,Used,Eastern Region,Asuogyaman
Desktop Computer Lenovo 6GB Intel Core I3,HDD,850,Used,Ashanti,Kumasi Metropolitan
Laptop HP EliteBook X360 1030 G3 8GB Intel Core I7,SSD,5700,Used,Greater Accra,East Legon
New Laptop Dell Latitude 5401 8GB Intel Core I5,SSD,6000,Brand New,Greater Accra,Dansoman
New Laptop Alienware M17x R2 32GB Intel Core I9,HDD+SSD,34000,Brand New,Greater Accra,Ashaley Botwe
New Laptop Dell Latitude 5320 16GB Intel Core I5,SSD,10000,Brand New,Greater Accra,Dansoman
Samsung 980 Pro SSD 1TB Pcie,Gen,1700,Brand New,Greater Accra,Tema Metropolitan
New Laptop HP EliteBook 1040 G6 16GB Intel Core I7,SSD,9500,Brand New,Greater Accra,West Legon
Laptop HP ProBook 450 8GB Intel Core I3,HDD,1500,Used,Greater Accra,Adenta
New Laptop HP 14-Dq1025cl 8GB Intel Core I3,SSD,4950,Brand New,Greater Accra,Kokomlemle
New Laptop HP Pavilion 15 16GB AMD Ryzen 7,SSD,10300,Brand New,Greater Accra,Sowutwuom
Laptop Dell XPS 13 16GB Intel Core I7,SSD,5000,Unknown,Greater Accra,Kasoa
"Microsoft Surface Pro 4,5,6 7",Rugged,350,Brand New,Greater Accra,East Legon
Laptop Lenovo ThinkPad T480 16GB Intel Core I7,SSD,4000,Used,Greater Accra,Tema Metropolitan
Laptop HP EliteBook 840 G3 18GB Intel Core I7,SSD,2300,Used,Greater Accra,Lapaz
New Laptop Dell Inspiron 3542 8GB Intel Core I7,SSD,4900,Brand New,Greater Accra,Accra Metropolitan
This Is Original Macbook Pro/Air Protective Case,for,350,Brand New,Greater Accra,Accra Metropolitan
Laptop HP Stream 14 2GB Intel,eMMC,1500,Used,Greater Accra,Circle
New Mac Air,"13""",200,Brand New,Greater Accra,Osu
Laptop Dell Latitude 3189 4GB Intel,SSD,1650,Used,Greater Accra,Circle
Seagate 2TB USB 3.0 External Hard Drive - Expansion,-,1100,Brand New,Greater Accra,Tema Metropolitan
Laptop Lenovo ThinkPad T480 8GB Intel Core I5,SSD,3299,Used,Central Region,Cape Coast Metropolitan
M2 Ssd Adapter for Macbook A1708 Nvme M.2,Ngff,100,Brand New,Greater Accra,Madina
Sandisk SSD Portable 1TB 800 MB/S,External,1570,Brand New,Greater Accra,Circle
Laptop Acer 6GB Intel Celeron,HDD,1290,Used,Greater Accra,Circle
New Laptop Dell Latitude 5529 16GB Intel Core I5,SSD,8400,Brand New,Greater Accra,Kokomlemle
Laptop Lenovo IdeaPad 330S 4GB Intel Pentium,SSD,1800,Used,Greater Accra,Tema Metropolitan
New Laptop HP 15 8GB Intel Core I3,SSD,2500,Brand New,Central Region,Awutu Senya East Municipal
Laptop/Bed Table,Unknown,130,Brand New,Ashanti,Kumasi Metropolitan
Laptop HP EliteBook 1030 8GB Intel Core I5,SSD,4200,Used,Greater Accra,East Legon
Original DELL Battery 33YDH 4 Cell for Inspiron,15-7577,450,Brand New,Greater Accra,East Legon
Desktop Computer HP 4GB Intel Core i3,HDD,450,Used,Greater Accra,Madina
USB 3.0 Type a Male to VGA Female 1080p Cable,With,120,Brand New,Western Region,Takoradi
New Laptop HP 15 16GB Intel Core I7,SSD,14000,Brand New,Greater Accra,Kokomlemle
Samsung Galaxy A03S LCD A037F A037M A037fd,A03S,350,Brand New,Greater Accra,Haatso
Laptop Asus VivoBook S551LA 8GB Intel Core I5,HDD,2150,Used,Brong Ahafo,Sunyani Municipal
Laptop Fujitsu 4GB Intel Core I5,HDD,1290,Used,Greater Accra,Ablekuma
Laptop Dell Inspiron 15 5577 16GB Intel Core I7,SSHD+SSD,7999,Used,Greater Accra,Accra Metropolitan
Hoco USB-C to HDMI,Cable,250,Brand New,Greater Accra,East Legon
Laptop HP Pavilion 14 8GB Intel Core I5,SSD,5899,Used,Greater Accra,Agbogba
Laptop Apple MacBook Air 2019 16GB Intel Core I5,SSD,5600,Used,Greater Accra,Spintex
Toshiba,Laptop,65,Brand New,Greater Accra,Adabraka
Laptop HP Pavilion 14 16GB Intel Core I7,HDD,3200,Used,Greater Accra,Circle
Laptop HP Pavilion 15 4GB Intel Core I3,HDD+SSD,1500,Used,Ashanti,Kumasi Metropolitan
Laptop Acer Aspire E5-575 6GB Intel Core I5,HDD,1850,Used,Greater Accra,Circle
Laptop Lenovo ThinkPad T470s 8GB Intel Core I5,SSD,3200,Used,Greater Accra,Kasoa
Laptop Alienware M17x R2 32GB Intel Core I7,SSD,20500,Used,Greater Accra,East Legon
Laptop HP Pavilion 15-Eh0050wm 16GB AMD Ryzen 5,SSD,5500,Used,Greater Accra,Accra Metropolitan
New Laptop HP 8GB Intel Core i7,HDD,9500,Brand New,Greater Accra,Adabraka
Laptop Dell XPS 15 (9560) 32GB Intel Core I7,SSD,8500,Used,Greater Accra,Circle
New Laptop Lenovo IdeaPad Flex 14 4GB Intel Pentium,HDD,4600,Brand New,Greater Accra,North Industrial Area
New Brand Dvi D to,VGA,89,Brand New,Greater Accra,Accra Metropolitan
Laptop Dell Latitude 12 E7270 8GB Intel Core I5,SSD,2300,Used,Greater Accra,Dome
New Laptop HP 8GB Intel Core I3,SSD,6500,Brand New,Greater Accra,Tesano
Laptop Acer NITRO 5 24GB Intel Core I5,SSD,9800,Used,Greater Accra,Kokomlemle
Laptop Dell Alienware 17 24GB Intel Core I7,HDD+SSD,7999,Used,Greater Accra,Madina
Laptop HP Pavilion Gaming Laptop 15-Dk2xxx 8GB Intel Core I5,HDD,3250,Used,Greater Accra,Circle
Promate Clix-4 High 2.4ghz Multimedia Wireless,Optical,110,Brand New,Greater Accra,Accra Metropolitan
Laptop HP Pavilion 14 8GB Intel Core I5,SSD,4200,Used,Greater Accra,Teshie
Laptop HP Compaq 6930p 4GB Intel Core 2 Quad,HDD,650,Unknown,Greater Accra,Kokomlemle
Laptop Dell Latitude E6430 4GB Intel Core I5,HDD,1700,Used,Greater Accra,Tema Metropolitan
HDMI to,VGA,95,Brand New,Greater Accra,Accra Metropolitan
New Leerfei,Wooden,100,Brand New,Greater Accra,Adenta
Logitech C310,HD,500,Brand New,Greater Accra,Kokomlemle
Water Proof Luxury Custom Leather,Backpack,350,Unknown,Greater Accra,Accra Metropolitan
New Laptop Lenovo Ideapad 3 8GB Intel Core I5,SSD,4800,Brand New,Ashanti,Kumasi Metropolitan
Laptop HP 15-F272wm 4GB Intel,HDD,1350,Used,Greater Accra,Accra New Town
Crystal Clear Chigo Smart TV,55,6799,Unknown,Greater Accra,Osu
New Laptop HP 8GB Intel Core I5,SSD,8950,Brand New,Greater Accra,Adabraka
New Laptop HP Envy 13 8GB Intel Core I5,SSD,12500,Brand New,Greater Accra,Kokomlemle
Desktop Computer Lenovo 16GB Intel Core I5,HDD,5200,Used,Greater Accra,Kasoa
Anycast Wireless,Hdmi,150,Brand New,Greater Accra,Circle
New Laptop HP Envy 14 8GB Intel Core I5,SSD,10800,Brand New,Greater Accra,Adabraka
17inches Laptop Screen for Sales,and,300,Used,Greater Accra,Accra Metropolitan
Laptop HP EliteBook 840 G3 8GB Intel Core I5,SSD,5000,Used,Greater Accra,Adenta
Laptop Apple MacBook Pro 2013 16GB Intel Core I7,SSD,3500,Used,Ashanti,Kumasi Metropolitan
Laptop Dell Inspiron 15 8GB Intel Core I7,SSD,3150,Used,Greater Accra,Spintex
Laptop HP 15 4GB Intel,HDD,950,Used,Greater Accra,Circle
Original Lenovo USB,Charger,150,Brand New,Greater Accra,East Legon
Laptop Dell Inspiron 15 5567 8GB Intel Pentium,HDD,1850,Used,Greater Accra,Adenta
Laptop Lenovo ThinkBook 13 8GB Intel Core I5,SSD,3200,Used,Greater Accra,Banana Inn
New Laptop Apple MacBook Air 8GB Apple M2,SSD,14599,Brand New,Greater Accra,East Legon
Desktop Computer Dell OptiPlex 7050 16GB Intel Core I7,HDD,2650,Used,Greater Accra,Kasoa
Desktop Computer HP 8GB Intel Core I7,SSD,2300,Used,Greater Accra,Lapaz
Lenovo ThinkCentre M715 SFF 8GB Intel Core I5,HDD,2000,Used,Greater Accra,Accra Metropolitan
Hp 14-D,Laptop,100,Brand New,Greater Accra,Kokomlemle
Laptop HP EliteBook 1030 8GB Intel Core I5,SSD,5000,Used,Greater Accra,Kokomlemle
Laptop Lenovo 4GB Intel Core I3,HDD,1500,Used,Greater Accra,Tema Metropolitan
